"conhost.exe","15632", "1", "2020-10-28T00:17:28", "", 
"RuntimeBroker.exe","24964", "1", "2020-10-28T00:17:35", "", 
"HxTsr.exe","34856", "0", "2020-10-28T00:18:03", "", 
"backgroundTaskHost.exe","2564", "0", "2020-10-28T00:18:03", "", 
"backgroundTaskHost.exe","4812", "0", "2020-10-28T00:18:03", "", 
"RuntimeBroker.exe","27636", "0", "2020-10-28T00:18:03", "", 
"HxTsr.exe","34856", "1", "2020-10-28T00:18:04", "", 
"svchost.exe","34008", "0", "2020-10-28T00:18:04", "", 
"svchost.exe","34008", "1", "2020-10-28T00:18:11", "", 
"ARP.EXE","26196", "0", "2020-10-28T00:18:13", "", 
"ARP.EXE","26196", "1", "2020-10-28T00:18:13", "", 
"conhost.exe","23624", "0", "2020-10-28T00:18:13", "", 
"ARP.EXE","11232", "0", "2020-10-28T00:18:13", "", 
"conhost.exe","25916", "0", "2020-10-28T00:18:13", "", 
"ARP.EXE","33544", "0", "2020-10-28T00:18:13", "", 
"conhost.exe","21348", "0", "2020-10-28T00:18:13", "", 
"ARP.EXE","30376", "0", "2020-10-28T00:18:13", "", 
"conhost.exe","28804", "0", "2020-10-28T00:18:13", "", 
"ARP.EXE","11232", "1", "2020-10-28T00:18:14", "", 
"conhost.exe","25916", "1", "2020-10-28T00:18:14", "", 
"ARP.EXE","33544", "1", "2020-10-28T00:18:14", "", 
"conhost.exe","21348", "1", "2020-10-28T00:18:14", "", 
"ARP.EXE","30376", "1", "2020-10-28T00:18:14", "", 
"conhost.exe","28804", "1", "2020-10-28T00:18:14", "", 
"conhost.exe","23624", "1", "2020-10-28T00:18:14", "", 
"chrome.exe","6652", "1", "2020-10-28T00:18:25", "", 
"chrome.exe","9336", "1", "2020-10-28T00:18:26", "", 
"chrome.exe","16992", "1", "2020-10-28T00:18:30", "", 
"chrome.exe","31896", "1", "2020-10-28T00:18:30", "", 
"chrome.exe","26584", "1", "2020-10-28T00:18:30", "", 
"chrome.exe","16748", "1", "2020-10-28T00:18:31", "", 
"runnerw64.exe","33588", "0", "2020-10-28T00:18:41", "", 
"conhost.exe","14796", "0", "2020-10-28T00:18:41", "", 
"git.exe","17320", "0", "2020-10-28T00:18:41", "", 
"git.exe","28360", "0", "2020-10-28T00:18:41", "", 
"git.exe","17320", "1", "2020-10-28T00:18:41", "", 
"runnerw64.exe","33588", "1", "2020-10-28T00:18:41", "", 
"conhost.exe","14796", "1", "2020-10-28T00:18:41", "", 
"runnerw64.exe","24988", "0", "2020-10-28T00:18:41", "", 
"conhost.exe","32068", "0", "2020-10-28T00:18:41", "", 
"git.exe","35068", "0", "2020-10-28T00:18:41", "", 
"git.exe","28360", "1", "2020-10-28T00:18:42", "", 
"git.exe","2316", "0", "2020-10-28T00:18:42", "", 
"git.exe","2316", "1", "2020-10-28T00:18:42", "", 
"git.exe","35068", "1", "2020-10-28T00:18:42", "", 
"runnerw64.exe","24988", "1", "2020-10-28T00:18:42", "", 
"conhost.exe","32068", "1", "2020-10-28T00:18:43", "", 
"runnerw64.exe","29628", "0", "2020-10-28T00:18:43", "", 
"conhost.exe","3200", "0", "2020-10-28T00:18:43", "", 
"git.exe","11308", "0", "2020-10-28T00:18:43", "", 
